"class";"aa_000";"ab_000";"ac_000";"ad_000";"ae_000";"af_000";"ag_000";"ag_001";"ag_002";"ag_003";"ag_004";"ag_005";"ag_006";"ag_007";"ag_008";"ag_009";"ah_000";"ai_000";"aj_000";"ak_000";"al_000";"am_0";"an_000";"ao_000";"ap_000";"aq_000";"ar_000";"as_000";"at_000";"au_000";"av_000";"ax_000";"ay_000";"ay_001";"ay_002";"ay_003";"ay_004";"ay_005";"ay_006";"ay_007";"ay_008";"ay_009";"az_000";"az_001";"az_002";"az_003";"az_004";"az_005";"az_006";"az_007";"az_008";"az_009";"ba_000";"ba_001";"ba_002";"ba_003";"ba_004";"ba_005";"ba_006";"ba_007";"ba_008";"ba_009";"bb_000";"bc_000";"bd_000";"be_000";"bf_000";"bg_000";"bh_000";"bi_000";"bj_000";"bk_000";"bl_000";"bm_000";"bn_000";"bo_000";"bp_000";"bq_000";"br_000";"bs_000";"bt_000";"bu_000";"bv_000";"bx_000";"by_000";"bz_000";"ca_000";"cb_000";"cc_000";"cd_000";"ce_000";"cf_000";"cg_000";"ch_000";"ci_000";"cj_000";"ck_000";"cl_000";"cm_000";"cn_000";"cn_001";"cn_002";"cn_003";"cn_004";"cn_005";"cn_006";"cn_007";"cn_008";"cn_009";"co_000";"cp_000";"cq_000";"cr_000";"cs_000";"cs_001";"cs_002";"cs_003";"cs_004";"cs_005";"cs_006";"cs_007";"cs_008";"cs_009";"ct_000";"cu_000";"cv_000";"cx_000";"cy_000";"cz_000";"da_000";"db_000";"dc_000";"dd_000";"de_000";"df_000";"dg_000";"dh_000";"di_000";"dj_000";"dk_000";"dl_000";"dm_000";"dn_000";"do_000";"dp_000";"dq_000";"dr_000";"ds_000";"dt_000";"du_000";"dv_000";"dx_000";"dy_000";"dz_000";"ea_000";"eb_000";"ec_00";"ed_000";"ee_000";"ee_001";"ee_002";"ee_003";"ee_004";"ee_005";"ee_006";"ee_007";"ee_008";"ee_009";"ef_000";"eg_000"
"neg";12;0;38;34;0;0;0;0;0;818;2934;696;1836;0;0;0;964;0;0;0;1312;2800;15560;15078;3812;406;0;0;0;0;34;22;0;0;0;0;0;0;0;956;5328;0;48;4;0;814;258;184;2222;1870;884;0;4634;444;126;88;150;156;442;64;14;166;20712;2;14;0;0;964;130;1228;2540;NA;NA;NA;NA;NA;NA;NA;NA;3680;12.92;20712;20712;22090;29;0;2004;20500;6322;1209600;308;2;8;0;1823.04;0;3400.32;0;6;0;20;3422;534;1318;374;616;0;0;0;0;2;20712;0;1132;12;12;12;164;844;3456;612;40;0;20;26;1632;196;0;0;0;0;2106;50;84;0;0;0;0;0;0;0;0;222;0;0;0;0;60;26;18280;1806;0;6;0;0;0;0.58;36;4630;1296;100;28;44;50;84;52;0;0;0;0
"neg";67036;NA;3332;1098;0;0;0;0;0;69136;1267774;2333064;939572;72134;1780;0;2248004;0;0;0;66546;112032;3839774;3246946;1106002;522374;0;0;0;0;344;238;0;0;0;0;0;0;0;348254;4335206;0;4846;728;1276;1984;284064;4390562;0;0;0;0;1336908;1484866;946390;396448;174126;106904;88098;94976;39840;14904;5013622;5174;5774;974;0;2248004;84018;377986;722946;253040;275440;253420;278540;1310700;1310700;1310700;1310700;32080;67035.45;5013622;5013622;5009726;19829;1958;7020;161240;4683460;1209600;198972;0;1504;0;3866572.8;0;810582.72;NA;NA;0;6696;509058;1978874;1517664;541068;102972;23846;3248;34;104;114;5013622;NA;6708;1222;183068;666334;184904;2869662;752444;19092;26;0;2034;392;3764544;1752002;0;12160;0;0;3925398;6762;3738;0;0;0;0;0;0;0;0;45658;13958;3492;8429606;936562;190654;25228;89480;11516;4833594;156958;0;0;5310720;NA;NA;866370;923354;417522;144416;273340;519920;1508036;30368;134;0;0;0
"neg";45810;0;2130706432;252;0;0;0;0;0;0;31900;1897392;980076;119594;5658;0;1361656;0;0;0;0;0;2804256;2557012;490008;193324;0;0;0;0;244;662;0;0;0;0;0;0;19988;880250;2134382;0;2492;1750;2810;6260;9280;2927988;84040;0;0;0;1513856;537980;327370;190202;132028;93624;69762;58122;40594;71082;3294714;192;102;382;6;1361656;26238;256316;231240;NA;NA;NA;NA;NA;NA;NA;NA;NA;45810.02;3294714;3294714;3267044;14404;10958;83944;NA;3041608;1209600;50102;2;94;0;2346470.4;0;692043.84;20;634;0;0;1380;174950;598846;1419168;573630;203894;61500;1252;306;310;3294714;0;4064;426;226642;306808;140962;2078582;266874;10184;78;0;268;1346;2341522;184210;0;1516;0;0;2375102;2552;796;0;0;0;0;0;0;0;0;13486;10064;5460;3709488;454482;43806;8564;8688400;924608;2939332;8608;0;0;5810020;11;1542;707998;327494;154640;93368;203200;246432;1260256;37772;3460;0;0;0
"neg";49280;NA;98;82;0;0;0;0;0;0;480;181130;2036770;1326738;90784;1226;1849302;0;0;0;0;0;3204172;2803620;630764;339764;0;0;0;0;182;30;0;0;0;0;0;35954;1632830;1849124;119220;0;2228;912;3964;1107684;2177744;344580;16;0;0;0;1656180;656382;309294;230750;211450;471512;101560;0;0;0;3835482;0;4;176;22;1849302;48498;270232;354952;193980;191340;209340;NA;NA;NA;NA;NA;29400;49280.27;3835482;3835482;3813794;21146;172372;16036;200140;3637128;1209600;116048;0;230;0;2704370.88;0;931221.12;0;0;0;0;0;1326;531318;1824544;1175640;96948;6422;930;56;66;3835482;NA;3912;476;18666;601180;285122;1934170;779724;13760;118;0;220;106;2509390;80606;92;24030;0;0;2747102;2442;322;0;0;0;0;0;0;0;0;26144;59568;8250;0;0;85518;14970;255000;338642;0;0;0;0;10441150;1094.66;1140;951284;556576;376554;195326;389380;355458;217404;151680;363524;79942;0;0
"neg";1008182;0;NA;NA;0;0;0;462;372610;6915406;22596388;22726098;10252128;3054924;1144144;341232;29980442;0;0;NA;2746636;3677600;56441508;53799742;9544002;4433574;NA;0;68800;0;8728;2754;0;0;0;0;0;388;3985970;62708850;708184;0;86610;51282;58120;169520;1343664;57672444;3896360;4125392;0;0;28887580;12533808;7229422;4462698;3088806;2190978;1657532;1343986;707402;5301180;68733966;NA;NA;37360;1172;29980442;751454;2914094;6605424;205040;272940;227440;208420;216420;190680;185800;177180;163660;1008182.3;68733966;68733966;68334598;342497;NA;NA;939000;67436756;1209600;1209450;NA;NA;NA;49151537.28;2683117.44;15560913.6;1018;8040;58126;566468;4111844;8326770;15341872;14585008;10019198;8519406;4654372;1220328;NA;NA;68733966;0;47770;6524;3799758;10301776;3109542;36393792;13567476;176626;128;0;570;8328;21379432;8807926;262;79856;0;0;23753906;77004;NA;NA;NA;NA;NA;NA;NA;NA;NA;394420;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13908.84;13720;18443260;4846858;3513476;2588918;8713574;4084814;5740070;19293364;179042;16;NA;NA
"neg";4770;NA;100;0;8;12;0;0;0;77672;162916;37420;1586;0;0;0;56936;0;0;0;60240;85052;182158;225986;59138;4614;4;0;0;0;256;230;0;0;0;0;0;0;0;151932;127662;0;300;130;156;182;80236;198590;0;0;0;0;57030;114018;68466;22178;8866;4286;2270;1710;602;168;301700;56;58;102;0;56936;1942;20132;38566;NA;NA;NA;NA;NA;NA;NA;NA;58080;4770.85;301700;301700;305390;1487;0;29768;300520;279594;1209600;5460;0;0;0;233320.32;0;45005.76;0;60;0;16932;187680;68810;4714;1244;178;36;0;0;0;14;301700;NA;1316;52;6658;6836;121400;143170;162;0;0;0;0;0;0;0;0;0;0;0;0;408;232;0;0;0;0;0;0;0;0;2388;178;48;87868;14408;3544;696;1822580;183834;249218;54;0;0;3770900;172.4;200;48508;25732;11952;5118;14970;42848;105854;24446;166;0;0;0
"pos";668008;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1378;0;NA;NA;NA;0;NA;NA;0;0;0;NA;NA;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA
"neg";22158;NA;134;130;0;0;0;0;0;0;63156;366772;831990;337064;21688;3272;695242;0;164;0;2438;3050;1459818;1264708;246470;166518;0;0;0;0;248;58;0;0;0;0;0;63930;743352;595376;221284;0;1216;694;858;19070;963012;637384;1708;0;0;0;513480;432694;178070;125648;101266;88438;116458;67870;18;0;1709036;156;108;122;4;695242;19412;129450;116456;166540;NA;NA;NA;NA;NA;NA;NA;76520;22158.03;1709036;1709036;1709966;10191;1530;47796;495380;1623942;1209600;45344;0;50;0;1428555.84;0;194113.92;0;0;0;0;21568;129762;465938;722228;267906;14330;2096;114;0;8;1709036;NA;2506;338;31164;95554;88644;1116150;273324;16184;78;0;220;244;1418250;41470;0;7520;0;102;1443712;1088;218;0;0;0;0;0;0;0;0;11590;13364;2460;0;0;37558;5272;29580;9990;0;0;0;0;0;694.26;734;205454;451468;207896;101940;210504;188086;168840;45076;44390;288;0;0
"neg";8586;NA;64;NA;0;0;0;0;0;0;384988;1140480;337200;46238;0;0;627174;0;0;0;10906;15886;1738664;1612842;190554;122690;0;0;0;0;48;84;0;0;0;0;0;0;0;400210;1508696;0;840;120;120;290;2770;1904758;8;0;0;0;1336324;329152;90968;54066;35744;30820;31832;0;0;0;1940214;78;64;450;0;627174;13748;40860;149406;123020;NA;NA;NA;NA;NA;NA;NA;65940;8585.29;1940214;1940214;1942910;4562;54818;72164;728800;1908906;1209600;0;NA;NA;NA;609123.84;1275289.92;21977.28;0;96;0;0;42380;587712;816470;398330;62688;1164;162;0;NA;124;1940214;NA;2442;206;18194;632084;238352;434934;544180;37948;566;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2328;56;0;0;0;0;0;0;6384590;1776362;6904;3050;734;971626;135036;32828;4850;4084240;561288;1854134;1052;0;0;980820;698.98;478;1309566;245880;76146;28986;57014;52096;61576;76908;734;0;0;0
"neg";41014;NA;0;3102;0;0;0;0;0;0;1966;447798;1860914;1662620;51618;0;1705202;0;0;0;0;0;3815616;3465466;410016;278648;0;0;0;0;0;0;0;0;0;0;0;0;342526;3675496;6894;0;2628;772;1448;27808;2854058;1138070;130;2;0;0;1920586;1099936;483518;265280;146144;75456;32410;1586;0;0;4226762;0;0;0;0;1705202;49398;164142;244614;104860;113420;117240;NA;NA;NA;NA;NA;64440;41013.49;4226762;4226762;4256826;11887;0;55090;585720;4024916;1209600;0;2;102;0;3131534.4;0;887834.88;0;0;0;0;0;50498;901748;1695476;1289430;75230;12392;142;2;0;4226762;NA;7790;1054;5020;755160;274086;2631356;345624;4826;0;0;5360;8180;3206190;155746;0;140;0;14;3208628;0;0;0;0;0;0;0;0;0;0;23388;0;0;0;0;0;0;0;0;0;0;0;0;0;1924.18;2368;925426;1316738;504682;213642;451918;402528;160738;34160;15082;2;0;0
"neg";38372;NA;2130706432;636;0;0;0;0;0;0;245056;1998720;805554;49146;72;0;1223886;0;0;0;780;2262;2760294;2366936;873040;337860;0;0;0;0;2982;736;0;0;0;0;0;0;64156;53302;2981090;0;3360;442;704;1402;22870;3068884;886;0;0;0;903854;936510;522378;304476;146930;85666;68330;124804;5600;0;3634522;868;568;1060;10;1223886;38642;553402;318750;306300;246080;316060;NA;NA;NA;NA;NA;80;38371.91;3634522;3634522;3642382;15984;10140;118390;800;3098548;1209600;112346;4;98;0;2579804.16;17176.32;497920.32;0;1086;0;0;49302;1326242;1384054;301238;28016;8784;912;0;144;204;3634522;NA;6472;834;58204;445664;106694;1639708;815540;25192;240;0;1052;2762;2267110;347342;0;4594;0;24;2607504;3818;192;0;0;2170;18558;0;0;0;0;20478;16272;4630;0;0;91062;15928;16827580;1740796;0;0;0;0;0;1709.42;1766;562230;783056;434462;137144;535904;506072;82362;53964;3304;50;0;0
"neg";41052;NA;256;232;0;0;0;0;0;0;17836;649552;1790358;601880;29160;806;1313060;0;0;0;0;0;2838666;2459582;947312;303242;0;0;0;0;672;140;0;0;0;0;0;72282;1187940;1553030;276340;0;5580;3214;16636;21418;1519924;1521752;1068;0;0;0;1035942;842228;390400;300560;237954;171994;106326;4188;0;0;3786720;92;110;538;20;1313060;44354;719888;226550;280260;329820;253280;NA;NA;NA;NA;NA;77440;41051.36;3786720;3786720;3795840;16991;4810;11548;149940;3089592;1209600;107676;0;78;0;2652936.96;0;434297.28;0;0;0;0;2840;140910;1196888;1434750;288352;22104;3636;112;38;42;3786720;NA;4656;692;106860;229602;170430;2283382;273456;20436;78;0;462;332;2616448;25908;0;10570;0;26;2686420;2548;144;0;0;0;0;0;0;0;0;22226;38410;7610;0;0;82224;24016;250920;38526;0;0;0;0;1051360;1262.14;1376;460134;666874;524056;297384;589856;450740;97044;3460;44;0;0;0
"neg";94040;NA;0;NA;0;0;0;0;0;0;15072;689124;3928364;1300626;8978;0;2989130;0;188;0;412;990;5325672;4684870;911286;524366;0;0;0;0;0;0;0;0;0;0;0;7616;1829900;3873480;231168;0;3900;1506;3306;4344;1540180;4373312;15610;6;0;0;2373732;819672;454720;359792;311154;334580;498734;636244;151546;1990;6238552;442;378;1306;594;2989130;76392;475696;428982;201840;197920;160940;154780;156880;NA;NA;NA;25600;94040.04;6238552;6238552;6166812;42850;774442;10732;176540;5942164;1209600;0;NA;NA;NA;5184170.88;0;751763.52;NA;NA;0;0;2646;170020;2210270;3127326;390848;32856;7946;252;NA;0;6238552;NA;4610;1144;9430;495228;487748;4421786;510368;11850;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;3918;226;0;0;0;0;0;0;0;0;43210;79958;16366;0;0;198730;34098;7187400;1613548;0;0;0;0;33892100;NA;NA;782326;967940;775512;388410;835816;706294;519204;368430;579306;18926;0;0
"neg";35706;NA;464;442;0;0;0;0;0;0;27648;219044;1092626;999284;87544;13244;1064538;2978;0;0;918;1224;2085214;1739930;508176;305590;0;0;2318;0;764;148;0;0;0;0;0;33894;609630;1413402;382464;0;1998;1976;3864;380248;1592154;454078;5072;0;0;0;710244;488000;194528;171598;156108;143352;242102;333380;78;0;2594622;80;234;302;50;1064538;31670;255922;249648;188380;293000;NA;NA;NA;NA;NA;NA;22340;35706.9;2594622;2594622;2590812;20223;920;14304;170980;2439390;1209600;76984;0;86;0;2016802.56;0;421013.76;0;0;0;0;4736;119486;397098;1097144;781968;34810;3862;286;94;102;2594622;NA;3270;406;62172;208556;127262;1543438;476002;18092;192;0;796;456;1971438;6264;0;326;0;14;2041432;1528;140;0;0;0;0;0;0;0;0;17902;39642;6126;0;0;72352;11302;308540;41936;0;0;0;0;5706920;725.04;874;437346;480548;295656;133036;233710;191512;190902;147002;307970;21708;0;0
"neg";874;0;22;16;0;0;0;0;0;1932;38376;34156;2338;0;0;0;35234;0;0;0;4088;7718;77380;67638;42112;3986;0;0;0;0;50;32;0;0;0;0;0;0;210;60436;16156;0;1814;54;64;68;106;72324;1344;1028;0;0;43860;14950;7634;4272;2928;1682;834;588;54;0;123714;10;14;12;0;35234;1180;29548;12364;NA;NA;NA;NA;NA;NA;NA;NA;41100;874.18;123714;123714;119664;218;0;11796;122620;77026;1209600;2042;8;12;0;51861.12;0;23733.12;0;76;0;962;18872;18488;22448;15150;862;14;6;0;8;24;123714;0;1660;68;96;3718;1258;22036;45686;2278;2;0;44;68;49628;74;0;0;0;0;54372;340;146;0;0;0;0;0;0;0;0;1022;104;16;0;0;1874;340;5600;866;0;0;0;0;0;516.98;222;25506;12352;7394;3322;5934;5364;5808;11110;4;8;0;0
"neg";18;0;10;8;0;0;0;0;0;0;1670;7186;2196;0;0;0;2022;0;92;0;0;0;22986;18640;16600;1196;0;0;0;0;4;8;0;0;0;0;0;0;0;1640;9412;0;86;20;156;884;52;468;9386;0;0;0;9440;568;132;50;120;136;426;64;26;90;39614;2;6;2;0;2022;262;12268;4200;NA;NA;NA;NA;NA;NA;NA;NA;16220;18.74;39614;39614;40912;33;0;3780;39200;11118;1209600;474;2;2;0;3078.72;11.52;6950.4;0;18;0;0;1154;7230;1752;914;2;0;0;0;2;6;39614;0;1156;26;28;8;32;2802;5684;1268;48;0;18;10;4124;102;0;0;0;0;4130;74;68;0;0;0;16;0;0;0;0;374;0;0;0;0;164;34;3080;306;0;10;0;0;0;1.06;62;7618;3054;254;44;20;20;28;14;0;0;0;0
"neg";479734;2;0;196;0;0;0;0;0;0;119276;1496172;1026618;470824;212482;63640;27844388;0;0;0;745396;1285334;49050840;40625562;16366126;8622672;0;0;47942;0;0;0;0;0;0;0;0;0;0;226650;3162362;0;2246;1476;3238;5804;27736;3125334;223176;2;0;0;1525216;1233786;201230;110644;74694;56484;46542;38170;20514;81732;66162490;0;0;2;0;27844388;988368;4471866;11873112;326100;332840;354260;333360;363940;269720;280940;349380;223460;479733.83;66162490;66162490;3525244;10752;356;50322;814040;3389916;1209600;46;0;38;0;32602451.52;14228962.56;16827960;88;428;0;0;8186;250498;1225884;1001718;621584;204818;54656;21668;738;0;66162490;0;1748;320;940078;171564;886024;1103680;275020;10550;28;0;240;72;1554980;205188;0;0;0;0;1581706;6;0;0;0;0;0;0;0;0;0;513108;0;0;4500;500;14;4;0;852;5848;0;0;0;0;690.2;698;1879552;431448;332798;303614;187616;61424;113458;78760;246;96;0;0
"neg";1956;NA;58;54;0;0;0;0;0;0;108;28448;76412;5858;0;0;43192;0;0;0;0;0;102130;90444;17162;8610;0;0;0;0;32;26;0;0;0;0;0;8196;85436;3280;13914;0;74;18;44;60;51002;59556;72;0;0;0;40096;34190;18202;8234;5488;3888;714;14;0;0;119334;0;4;416;0;43192;1264;9506;7630;NA;NA;NA;NA;NA;NA;NA;NA;16920;1955.66;119334;119334;121964;416;358;11696;119040;110826;1209600;2280;2;0;0;100672.32;0;10032.96;0;0;0;0;0;11630;56758;41082;1090;184;82;0;0;4;119334;NA;164;26;56;4254;1844;87408;16134;940;0;0;50;48;101014;61872;0;6;0;50;101850;176;70;0;0;0;0;0;0;0;0;678;464;164;0;0;1978;442;3480;534;0;0;0;0;955680;51.92;60;11038;9454;5570;3234;16844;64600;86;0;0;0;0;0
"neg";205096;NA;2148;2046;0;0;0;0;0;0;89142;1959040;7877738;2755392;224806;19154;5730970;0;0;0;0;0;12047574;11156672;1233686;712886;0;0;0;0;4262;798;0;0;0;0;0;32092;6480550;5509066;903564;0;11856;9694;21732;773410;9255126;2853218;236;0;0;0;3727766;3836900;1286026;940134;737656;596812;755720;1042382;1876;0;13283556;272;298;996;146;5730970;102912;600534;630454;80720;140400;98480;99760;109960;98340;86600;106960;100280;205096.4;13283556;13283556;13201478;83231;5622;105364;1160900;12925272;1209600;303544;0;246;0;11120748.48;0;1795152.96;0;0;0;0;2082;498572;4135224;6257572;1891182;123050;16754;836;68;72;13283556;NA;17384;2286;359926;941392;482340;7125366;3922164;73956;458;0;2824;2008;10798162;151380;0;1008;0;32;11220778;9066;1028;0;0;0;0;0;0;0;0;55014;178722;29980;0;0;314464;43678;719980;124924;4496590;1696;0;0;18525480;4285;4822;1876046;2014256;1258602;664116;1740934;2134854;1467824;745332;984500;38808;0;0
"neg";42666;NA;254;252;0;0;0;0;0;0;104;94852;1435430;1013452;50652;428;1123360;0;0;0;0;0;2509460;2253320;437870;226690;0;0;0;0;1052;134;0;0;0;0;0;33704;961754;1267402;332058;0;2736;3042;6632;140194;2114208;327374;732;0;0;0;720308;701930;292710;233358;194314;151080;146194;150572;4450;2;2947476;48;40;92;26;1123360;33150;296846;138880;180440;194080;NA;NA;NA;NA;NA;NA;60120;42666.73;2947476;2947476;2951392;16770;7260;51006;525200;2594918;1209600;64166;2;84;0;2260995.84;0;332778.24;0;0;0;0;0;9772;424410;1369086;771708;17068;2798;76;662;668;2947476;NA;2044;238;33056;232950;118010;1907646;291336;9482;156;0;328;474;627264;860;0;488;0;0;2275574;1242;70;0;0;0;0;0;0;0;0;15572;53806;8988;0;0;100168;17764;5828300;619616;0;0;0;0;12666740;525.26;568;346808;299630;269650;176412;448782;436328;365656;166612;84968;72;0;0
"neg";5296;NA;52;NA;0;0;0;0;0;95224;326480;174670;95416;66578;18892;796;361860;0;0;0;14348;21302;697748;628958;187944;63656;0;0;0;0;454;4;0;0;0;0;0;0;1384;337278;439394;0;3642;2492;4420;10666;24772;732064;0;0;0;0;368558;147126;84242;49218;34980;25076;19698;24436;12264;12458;900236;24;72;262;0;361860;9100;66952;119930;NA;NA;NA;NA;NA;NA;NA;NA;185900;5295.83;900236;900236;900062;4301;1116;88658;897980;778056;1209600;0;NA;NA;NA;345900.48;164434.56;265871.04;NA;NA;0;22140;236760;417010;89694;10706;1626;120;0;0;NA;0;900236;NA;1660;146;135326;88182;130954;410092;11696;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;1300;60;0;0;10;165008;0;0;0;0;5446;2442;468;0;0;15374;2868;1290200;136020;0;0;0;0;4295840;NA;NA;437020;113974;41962;18032;33580;52006;63220;16770;1492;0;0;0
"neg";24;0;60;NA;0;0;0;0;0;0;3044;4670;2214;0;0;0;2742;0;0;0;578;1648;16080;12834;16208;718;0;0;0;0;2;0;0;0;0;0;0;0;0;1182;8746;0;362;10;20;1058;222;5118;2898;240;0;0;7466;746;194;108;94;92;224;858;86;60;32890;2;2;2;0;2742;216;13270;2902;NA;NA;NA;NA;NA;NA;NA;NA;15980;24.2;32890;32890;33466;34;0;3122;32620;10070;1209600;422;NA;NA;NA;2791.68;210.24;5261.76;0;42;0;0;2884;2014;3928;658;444;0;0;0;NA;4;32890;0;1440;12;40;34;194;2442;4616;1140;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;46;164;0;0;0;0;0;0;0;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;92;7264;2002;168;72;140;118;90;74;0;0;0;0
"neg";81222;NA;924;838;0;0;0;0;0;0;152690;1602070;2609284;805608;105762;8620;2414330;0;0;0;816;1892;4548240;3798960;916694;683436;0;0;650;0;1172;378;0;0;0;0;0;47174;1908326;2991122;337408;0;2326;686;1458;226414;3690054;1362444;648;0;0;0;1844872;1079998;350018;283086;257534;287712;445222;730114;5472;0;5466294;1286;4824;1736;10;2414340;70774;414900;496852;203160;208420;177820;209360;NA;NA;NA;NA;111060;81222.6;5466300;5466300;5479780;40129;1970;58240;621220;5284040;1209600;148040;0;152;0;4059000;42487.6;1179260;0;0;0;0;5432;254222;1679414;2467966;815678;51902;8680;734;338;358;5466300;NA;5520;728;63098;829484;241364;1083016;2986536;73646;636;0;1454;952;4100320;845850;0;140802;234;40;4108900;3298;1992;0;0;1380;43420;0;0;0;0;39256;73072;11722;0;0;89800;12962;12420;4746;0;0;0;0;41769600;1336.32;1554;1268266;751900;501382;229570;420718;307814;281222;244974;949738;328446;0;0
"neg";44;NA;46;42;0;0;0;0;0;0;84;2088;8748;594;0;0;4402;0;0;0;0;0;20656;17448;6626;1364;0;0;0;0;18;46;0;0;0;0;0;0;11514;0;0;0;174;44;66;56;1178;9992;4;0;0;0;10270;984;186;56;18;0;0;0;0;0;27302;0;0;0;0;4402;346;3338;3270;NA;NA;NA;NA;NA;NA;NA;NA;6420;44.29;27302;27302;27272;20;0;2480;27100;11514;1209600;840;0;4;0;6910.08;0;4545.6;0;0;0;0;0;694;8162;2630;28;0;0;0;0;4;27302;NA;156;18;22;346;1200;3120;5118;1498;36;0;46;46;6558;30;38;0;0;0;7526;62;72;0;0;0;0;0;0;0;0;218;20;2;0;0;322;104;280;28;0;0;0;0;0;138.12;56;5098;5226;966;102;58;48;16;0;0;0;0;0
"neg";125222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2358894;0;0;0;384668;588108;5632912;5296306;1646716;549886;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7665654;0;0;0;0;2358894;72666;730950;905998;256720;242160;245360;265540;240760;287560;NA;NA;95800;125221.74;7665654;7665654;1108;0;0;32466;395680;0;1209600;0;0;0;0;5794234.56;0;1256456.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7665654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43136;0;0;0;0;0;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"neg";39626;NA;0;NA;0;0;0;0;0;0;5080;216842;2879788;498098;8406;0;1765250;0;218;0;0;0;3078926;2639716;622294;386376;0;0;0;0;0;0;0;0;0;0;0;2314;195644;767218;2643038;0;4374;550;798;1066;25444;3575970;10;2;0;0;1632970;809548;291138;218466;188062;310686;157344;0;0;0;3701794;0;28;234;448;1765250;57872;198970;421112;197060;202000;206360;NA;NA;NA;NA;NA;11100;39626.92;3701794;3701794;3692132;17982;347628;2748;67560;3608214;1209600;0;NA;NA;NA;2567695.68;0;1035257.28;0;210;0;0;0;43502;607454;2406982;524556;18588;6478;654;NA;0;3701794;NA;5924;470;6920;195374;900002;1545604;930388;23338;194;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;3018;478;0;0;0;0;0;0;0;0;28862;43480;8734;0;0;113352;19252;4398220;1096514;0;0;0;0;8472200;843.62;1156;1062894;741708;458576;209768;400086;344300;205228;101348;84250;56;0;0
"neg";322382;NA;0;NA;0;0;0;0;0;0;279206;9994936;19563492;4560830;59916;1550;16599134;33496;54;0;1314;1438;27508230;20822024;9688184;5584120;0;0;0;0;0;0;0;0;0;0;0;319960;18233952;12231704;3674314;0;70406;44034;69700;93190;15746500;18435202;864;24;10;0;14710082;5468196;2534396;1941552;1602334;1591662;2344270;3423394;825774;18270;37208658;1618;604;5630;3538;16599134;493056;4299308;5340920;600540;481980;447620;494240;523400;544420;573000;617460;396260;322382.4;37208658;37208658;36370632;221409;2338840;116794;797280;34459930;1209600;0;NA;NA;NA;30187446.72;0;4229359.68;0;0;0;0;21176;2753094;15184620;14187268;1826824;389750;93898;3300;NA;0;37208658;NA;44030;8310;2001336;1804210;2600516;25241190;2710650;49680;8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;32150;1458;0;0;0;2;0;0;0;0;374956;410588;85962;0;0;1161876;164374;38816320;7888608;0;0;0;0;1234411240;19860.58;22800;4408330;6599250;3891440;2092636;5431524;5148530;3533382;1639498;1639016;76324;0;0
"neg";49224;NA;194;168;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1551148;0;196;0;14352;20816;2802866;2551296;620408;184062;0;0;0;0;640;250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3438468;2294;2838;1090;0;1551148;44434;339392;279862;220180;229260;NA;NA;NA;NA;NA;NA;163560;49224.85;3438468;3438468;3445036;14500;3688;95724;1011640;3039144;1209600;98432;0;94;0;2628692.16;0;406114.56;696;2146;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15546;27250;3438468;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;152;432;2570372;1461670;0;14386;0;0;2655950;3828;1874;0;0;0;0;0;0;0;0;18010;1590;232;3437272;890586;86762;16212;117800;19762;1103108;5990;0;0;9224870;2331.14;1952;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0
